Energy(keV) dN/dE(keV^-1)
0.0 0.0
0.00280056011202 0.0156939444593
0.00560112022404 0.0170195715131
0.00840168033607 0.0182935120506
0.0112022404481 0.0194883011854
0.0140028005601 0.0206144960774
0.0168033606721 0.0216843535462
0.0196039207842 0.0227079051987
0.0224044808962 0.0236929690875
0.0252050410082 0.0246456381204
0.0280056011202 0.0255707176912
0.0308061612322 0.026472053268
0.0336067213443 0.0273527666153
0.0364072814563 0.0282154258807
0.0392078415683 0.0290621693148
0.0420084016803 0.0298947965299
0.0448089617924 0.0307148368209
0.0476095219044 0.0315236010617
0.0504100820164 0.0323222216715
0.0532106421284 0.0331116837878
0.0560112022404 0.0338928498713
0.0588117623525 0.034666479338
0.0616123224645 0.0354332443816
0.0644128825765 0.0361937428439
0.0672134426885 0.0369485087736
0.0700140028006 0.037698021157
0.0728145629126 0.0384427111894
0.0756151230246 0.0391829683739
0.0784156831366 0.0399191456671
0.0812162432486 0.0406515638472
0.0840168033607 0.0413805152426
0.0868173634727 0.0421062669299
0.0896179235847 0.0428290634916
0.0924184836967 0.0435491294031
0.0952190438088 0.0442666711094
0.0980196039208 0.0449818788375
0.100820164033 0.0456949281853
0.103620724145 0.0464059815188
0.106421284257 0.0471151892054
0.109221844369 0.0478226907058
0.112022404481 0.0485286155434
0.114822964593 0.0492330841678
0.117623524705 0.0499362087264
0.120424084817 0.0506380937546
0.123224644929 0.0513388367956
0.126025205041 0.0520385289589
0.128825765153 0.0527372554226
0.131626325265 0.0534350958884
0.134426885377 0.0541321249934
0.137227445489 0.0548284126841
0.140028005601 0.055524024556
0.142828565713 0.056219022163
0.145629125825 0.0569134633006
0.148429685937 0.0576074022636
0.151230246049 0.0583008900828
0.154030806161 0.0589939747421
0.156831366273 0.0596867013772
0.159631926385 0.0603791124597
0.162432486497 0.061071247965
0.165233046609 0.0617631455286
0.168033606721 0.0624548405897
0.170834166833 0.0631463665244
0.173634726945 0.0638377547686
0.176435287057 0.0645290349322
0.179235847169 0.0652202349054
0.182036407281 0.0659113809569
0.184836967393 0.0666024978254
0.187637527506 0.0672936088051
0.190438087618 0.0679847358252
0.19323864773 0.068675899524
0.196039207842 0.0693671193181
0.198839767954 0.0700584134673
0.201640328066 0.0707497991353
0.204440888178 0.0714412924462
0.20724144829 0.0721329085377
0.210042008402 0.0728246616112
0.212842568514 0.0735165649787
0.215643128626 0.0742086311064
0.218443688738 0.0749008716566
0.22124424885 0.0755932975262
0.224044808962 0.0762859188837
0.226845369074 0.0769787452038
0.229645929186 0.0776717852997
0.232446489298 0.0783650473539
0.23524704941 0.0790585389477
0.238047609522 0.0797522670881
0.240848169634 0.0804462382341
0.243648729746 0.0811404583211
0.246449289858 0.0818349327841
0.24924984997 0.0825296665801
0.252050410082 0.0832246642082
0.254850970194 0.0839199297304
0.257651530306 0.0846154667895
0.260452090418 0.0853112786274
0.26325265053 0.086007368102
0.266053210642 0.086703737703
0.268853770754 0.0874003895677
0.271654330866 0.088097325495
0.274454890978 0.0887945469597
0.27725545109 0.0894920551255
0.280056011202 0.0901898508576
0.282856571314 0.0908879347345
0.285657131426 0.0915863070598
0.288457691538 0.0922849678728
0.29125825165 0.092983916959
0.294058811762 0.09368315386
0.296859371874 0.0943826778829
0.299659931986 0.0950824881097
0.302460492098 0.0957825834055
0.30526105221 0.096482962427
0.308061612322 0.0971836236305
0.310862172434 0.0978845652793
0.313662732547 0.0985857854513
0.316463292659 0.0992872820454
0.319263852771 0.0999890527886
0.322064412883 0.100691095242
0.324864972995 0.101393406808
0.327665533107 0.102095984735
0.330466093219 0.102798826122
0.333266653331 0.103501927927
0.336067213443 0.10420528697
0.338867773555 0.10490889994
0.341668333667 0.105612763395
0.344468893779 0.106316873772
0.347269453891 0.10702122739
0.350070014003 0.107725820453
0.352870574115 0.108430649053
0.355671134227 0.109135709179
0.358471694339 0.109840996714
0.361272254451 0.110546507444
0.364072814563 0.111252237059
0.366873374675 0.111958181156
0.369673934787 0.112664335245
0.372474494899 0.11337069475
0.375275055011 0.114077255009
0.378075615123 0.114784011286
0.380876175235 0.115490958762
0.383676735347 0.116198092549
0.386477295459 0.116905407684
0.389277855571 0.117612899135
0.392078415683 0.118320561805
0.394878975795 0.119028390531
0.397679535907 0.119736380089
0.400480096019 0.120444525196
0.403280656131 0.121152820508
0.406081216243 0.121861260628
0.408881776355 0.122569840104
0.411682336467 0.123278553434
0.414482896579 0.123987395063
0.417283456691 0.12469635939
0.420084016803 0.125405440767
0.422884576915 0.126114633502
0.425685137027 0.126823931857
0.428485697139 0.127533330055
0.431286257251 0.128242822279
0.434086817363 0.128952402671
0.436887377475 0.129662065339
0.439687937588 0.130371804352
0.4424884977 0.131081613746
0.445289057812 0.131791487524
0.448089617924 0.132501419658
0.450890178036 0.133211404086
0.453690738148 0.133921434719
0.45649129826 0.13463150544
0.459291858372 0.135341610102
0.462092418484 0.136051742534
0.464892978596 0.13676189654
0.467693538708 0.137472065898
0.47049409882 0.138182244364
0.473294658932 0.138892425672
0.476095219044 0.139602603534
0.478895779156 0.140312771641
0.481696339268 0.141022923665
0.48449689938 0.141733053261
0.487297459492 0.142443154063
0.490098019604 0.14315321969
0.492898579716 0.143863243744
0.495699139828 0.144573219812
0.49849969994 0.145283141465
0.501300260052 0.145993002261
0.504100820164 0.146702795743
0.506901380276 0.147412515445
0.509701940388 0.148122154884
0.5125025005 0.148831707568
0.515303060612 0.149541166995
0.518103620724 0.150250526651
0.520904180836 0.150959780013
0.523704740948 0.15166892055
0.52650530106 0.15237794172
