Energy(keV) dN/dE(keV^-1)
0.0 0.0
0.00280056011202 0.00404973014934
0.00560112022404 0.00473877200698
0.00840168033607 0.00531718190653
0.0112022404481 0.00582745512832
0.0140028005601 0.00629124952144
0.0168033606721 0.00672098683473
0.0196039207842 0.00712451076037
0.0224044808962 0.00750712881399
0.0252050410082 0.00787262099782
0.0280056011202 0.00822378711259
0.0308061612322 0.00856276613259
0.0336067213443 0.00889123358916
0.0364072814563 0.00921052935093
0.0392078415683 0.00952174356558
0.0420084016803 0.0098257763412
0.0448089617924 0.010123380333
0.0476095219044 0.0104151918508
0.0504100820164 0.0107017540474
0.0532106421284 0.0109835345155
0.0560112022404 0.0112609388527
0.0588117623525 0.0115343212669
0.0616123224645 0.0118039929727
0.0644128825765 0.0120702289145
0.0672134426885 0.012333273206
0.0700140028006 0.0125933435718
0.0728145629126 0.0128506350057
0.0756151230246 0.0131053228081
0.0784156831366 0.0133575651256
0.0812162432486 0.0136075050879
0.0840168033607 0.0138552726193
0.0868173634727 0.0141009859806
0.0896179235847 0.0143447530904
0.0924184836967 0.0145866726623
0.0952190438088 0.0148268351882
0.0980196039208 0.0150653237927
0.100820164033 0.0153022149782
0.103620724145 0.0155375792774
0.106421284257 0.0157714818267
0.109221844369 0.016003982872
0.112022404481 0.0162351382164
0.114822964593 0.0164649996169
0.117623524705 0.0166936151385
0.120424084817 0.0169210294697
0.123224644929 0.017147284205
0.126025205041 0.0173724180986
0.128825765153 0.0175964672922
0.131626325265 0.0178194655213
0.134426885377 0.0180414443005
0.137227445489 0.0182624330921
0.140028005601 0.0184824594586
0.142828565713 0.0187015492021
0.145629125825 0.0189197264903
0.148429685937 0.0191370139722
0.151230246049 0.0193534328833
0.154030806161 0.0195690031429
0.156831366273 0.019783743442
0.159631926385 0.0199976713251
0.162432486497 0.020210803265
0.165233046609 0.0204231547317
0.168033606721 0.0206347402562
0.170834166833 0.0208455734891
0.173634726945 0.0210556672549
0.176435287057 0.0212650336026
0.179235847169 0.0214736838522
0.182036407281 0.0216816286379
0.184836967393 0.0218888779488
0.187637527506 0.0220954411656
0.190438087618 0.0223013270964
0.19323864773 0.0225065440084
0.196039207842 0.0227110996587
0.198839767954 0.0229150013226
0.201640328066 0.0231182558199
0.204440888178 0.0233208695397
0.20724144829 0.023522848464
0.210042008402 0.0237241981891
0.212842568514 0.023924923946
0.215643128626 0.0241250306199
0.218443688738 0.0243245227679
0.22124424885 0.0245234046361
0.224044808962 0.0247216801756
0.226845369074 0.0249193530574
0.229645929186 0.0251164266867
0.232446489298 0.0253129042161
0.23524704941 0.0255087885584
0.238047609522 0.0257040823982
0.240848169634 0.0258987882036
0.243648729746 0.0260929082365
0.246449289858 0.0262864445627
0.24924984997 0.0264793990615
0.252050410082 0.0266717734348
0.254850970194 0.0268635692156
0.257651530306 0.0270547877762
0.260452090418 0.0272454303356
0.26325265053 0.0274354979672
0.266053210642 0.0276249916056
0.268853770754 0.0278139120531
0.271654330866 0.0280022599863
0.274454890978 0.0281900359616
0.27725545109 0.0283772404214
0.280056011202 0.0285638736991
0.282856571314 0.0287499360246
0.285657131426 0.0289354275289
0.288457691538 0.029120348249
0.29125825165 0.0293046981326
0.294058811762 0.0294884770417
0.296859371874 0.0296716847574
0.299659931986 0.0298543209834
0.302460492098 0.0300363853498
0.30526105221 0.0302178774167
0.308061612322 0.0303987966777
0.310862172434 0.0305791425628
0.313662732547 0.0307589144422
0.316463292659 0.0309381116283
0.319263852771 0.0311167333797
0.322064412883 0.0312947789029
0.324864972995 0.0314722473558
0.327665533107 0.0316491378494
0.330466093219 0.031825449451
0.333266653331 0.0320011811859
0.336067213443 0.0321763320401
0.338867773555 0.0323509009621
0.341668333667 0.0325248868649
0.344468893779 0.0326982886285
0.347269453891 0.0328711051012
0.350070014003 0.0330433351016
0.352870574115 0.0332149774206
0.355671134227 0.0333860308229
0.358471694339 0.0335564940484
0.361272254451 0.0337263658141
0.364072814563 0.0338956448155
0.366873374675 0.0340643297281
0.369673934787 0.0342324192085
0.372474494899 0.0343999118961
0.375275055011 0.0345668064143
0.378075615123 0.0347331013715
0.380876175235 0.0348987953627
0.383676735347 0.0350638869703
0.386477295459 0.0352283747656
0.389277855571 0.0353922573093
0.392078415683 0.0355555331533
0.394878975795 0.0357182008411
0.397679535907 0.0358802589088
0.400480096019 0.0360417058864
0.403280656131 0.0362025402987
0.406081216243 0.0363627606655
0.408881776355 0.0365223655034
0.411682336467 0.0366813533259
0.414482896579 0.0368397226445
0.417283456691 0.0369974719693
0.420084016803 0.0371545998101
0.422884576915 0.0373111046766
0.425685137027 0.0374669850795
0.428485697139 0.0376222395308
0.431286257251 0.037776866545
0.434086817363 0.0379308646391
0.436887377475 0.0380842323337
0.439687937588 0.0382369681532
0.4424884977 0.0383890706267
0.445289057812 0.0385405382883
0.448089617924 0.0386913696779
0.450890178036 0.0388415633414
0.453690738148 0.0389911178315
0.45649129826 0.0391400317079
0.459291858372 0.039288303538
0.462092418484 0.0394359318974
0.464892978596 0.03958291537
0.467693538708 0.0397292525489
0.47049409882 0.0398749420363
0.473294658932 0.0400199824445
0.476095219044 0.0401643723957
0.478895779156 0.0403081105229
0.481696339268 0.0404511954698
0.48449689938 0.0405936258915
0.487297459492 0.0407354004549
0.490098019604 0.0408765178386
0.492898579716 0.0410169767337
0.495699139828 0.041156775844
0.49849969994 0.041295913886
0.501300260052 0.0414343895898
0.504100820164 0.0415722016986
0.506901380276 0.04170934897
0.509701940388 0.0418458301752
0.5125025005 0.0419816441
0.515303060612 0.042116789545
0.518103620724 0.0422512653255
0.520904180836 0.0423850702721
0.523704740948 0.0425182032307
0.52650530106 0.0426506630628
0.529305861172 0.042782448646
0.532106421284 0.0429135588737
0.534906981396 0.0430439926559
0.537707541508 0.043173748919
0.54050810162 0.0433028266061
0.543308661732 0.0434312246772
0.546109221844 0.0435589421096
0.548909781956 0.0436859778978
0.551710342068 0.0438123310538
0.55451090218 0.0439380006074
0.557311462292 0.0440629856062
0.560112022404 0.0441872851158
0.562912582517 0.0443108982202
0.565713142629 0.0444338240215
0.568513702741 0.0445560616405
0.571314262853 0.0446776102168
0.574114822965 0.0447984689086
0.576915383077 0.0449186368932
0.579715943189 0.0450381133671
0.582516503301 0.045156897546
0.585317063413 0.0452749886651
0.588117623525 0.045392385979
0.590918183637 0.0455090887622
0.593718743749 0.0456250963088
0.596519303861 0.0457404079329
0.599319863973 0.0458550229688
0.602120424085 0.0459689407708
0.604920984197 0.0460821607135
0.607721544309 0.046194682192
0.610522104421 0.0463065046219
0.613322664533 0.0464176274394
0.616123224645 0.0465280501014
0.618923784757 0.0466377720856
0.621724344869 0.0467467928908
0.624524904981 0.0468551120368
0.627325465093 0.0469627290643
0.630126025205 0.0470696435354
0.632926585317 0.0471758550337
0.635727145429 0.0472813631637
0.638527705541 0.047386167552
0.641328265653 0.0474902678463
0.644128825765 0.0475936637162
0.646929385877 0.047696354853
0.649729945989 0.0477983409697
0.652530506101 0.0478996218015
0.655331066213 0.0480001971053
0.658131626325 0.0481000666602
0.660932186437 0.0481992302673
0.663732746549 0.04829768775
0.666533306661 0.048395438954
0.669333866773 0.0484924837472
0.672134426885 0.0485888220202
0.674934986997 0.0486844536856
0.677735547109 0.048779378679
0.680536107221 0.0488735969584
0.683336667333 0.0489671085043
0.686137227445 0.0490599133203
0.688937787558 0.0491520114324
0.69173834767 0.0492434028897
0.694538907782 0.049334087764
0.697339467894 0.0494240661503
0.700140028006 0.0495133381664
0.702940588118 0.0496019039531
0.70574114823 0.0496897636745
0.708541708342 0.0497769175178
0.711342268454 0.0498633656934
0.714142828566 0.0499491084349
0.716943388678 0.0500341459992
0.71974394879 0.0501184786668
0.722544508902 0.0502021067412
0.725345069014 0.0502850305496
0.728145629126 0.0503672504427
0.730946189238 0.0504487667947
0.73374674935 0.0505295800032
0.736547309462 0.0506096904897
0.739347869574 0.0506890986991
0.742148429686 0.0507678051002
0.744948989798 0.0508458101854
0.74774954991 0.0509231144709
0.750550110022 0.0509997184968
0.753350670134 0.0510756228269
